PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,W,L,W/L%,GB,PW,PL,PS/G,PA/G,CONF,CONF_RANK
DAngeloRussell,PG,24,MIN,18,17,30.3,7.2,17.3,.418,2.9,7.7,.377,4.3,9.6,.451,.502,2.6,3.4,.742,0.5,2.1,2.6,5.3,1.2,0.6,2.7,2.0,19.9,2021,8.6,20.5,3.4,9.1,5.1,11.4,3.0,4.1,0.6,2.5,3.1,6.3,1.4,0.7,3.2,2.4,23.6,11.3,27.0,4.5,12.0,6.8,15.0,4.0,5.4,0.8,3.3,4.1,8.3,1.8,0.9,4.3,3.1,31.1,104,115,16.4,.529,.444,.199,1.7,7.7,4.6,29.8,1.8,1.5,12.7,29.8,0.1,0.3,0.4,.037,2.0,-1.9,0.1,0.3,5,16,0.139,11.5,9,27,62.1,67.3,WESTERN_CONF,15
KarlAnthonyTowns,C,25,MIN,4,4,33.0,7.3,15.8,.460,1.5,4.0,.375,5.8,11.8,.489,.508,6.0,6.3,.960,4.0,8.5,12.5,4.3,0.5,2.8,2.5,2.8,22.0,2021,7.9,17.2,1.6,4.4,6.3,12.8,6.5,6.8,4.4,9.3,13.6,4.6,0.5,3.0,2.7,3.0,24.0,10.4,22.7,2.2,5.8,8.3,16.9,8.6,9.0,5.8,12.2,18.0,6.1,0.7,4.0,3.6,4.0,31.6,121,109,26.7,.595,.254,.397,12.3,28.5,20.0,21.4,0.7,6.8,11.9,26.8,0.4,0.2,0.6,.206,4.8,1.6,6.4,0.3,5,16,0.139,11.5,9,27,62.1,67.3,WESTERN_CONF,15
JarredVanderbilt,PF,21,MIN,19,6,19.1,2.8,4.6,.609,0.1,0.1,1.000,2.7,4.5,.605,.615,0.9,2.1,.462,1.7,4.5,6.2,1.8,1.3,0.7,1.1,2.1,6.6,2021,5.3,8.7,0.1,0.1,5.2,8.6,1.8,3.9,3.2,8.5,11.6,3.4,2.4,1.4,2.1,3.9,12.4,6.9,11.4,0.1,0.1,6.8,11.3,2.4,5.1,4.2,11.1,15.3,4.5,3.1,1.8,2.8,5.1,16.4,115,107,17.8,.600,.011,.448,9.0,26.0,17.1,13.9,3.1,3.1,16.8,14.5,0.4,0.6,1.0,.132,-1.2,1.9,0.7,0.3,5,16,0.139,11.5,9,27,62.1,67.3,WESTERN_CONF,15
SaddiqBey,SF,21,DET,19,5,17.9,2.2,6.3,.350,1.6,4.3,.366,0.6,2.0,.316,.475,1.2,1.4,.815,0.3,2.8,3.2,0.6,0.4,0.0,0.7,1.4,7.2,2021,4.4,12.7,3.2,8.7,1.3,4.0,2.3,2.9,0.6,5.7,6.3,1.3,0.7,0.0,1.4,2.7,14.4,6.0,17.1,4.3,11.7,1.7,5.4,3.1,3.9,0.9,7.7,8.6,1.7,1.0,0.0,1.9,3.7,19.4,101,114,8.5,.516,.683,.225,1.9,18.2,9.7,5.4,1.0,0.0,9.0,18.2,-0.1,0.2,0.2,.023,-2.1,-1.9,-4.1,-0.2,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
SekouDoumbouya,PF,20,DET,20,0,12.5,1.5,4.2,.357,0.5,1.7,.303,1.0,2.6,.392,.417,0.8,1.1,.714,0.5,1.9,2.3,0.6,0.4,0.1,0.7,1.6,4.3,2021,4.3,12.1,1.4,4.8,2.9,7.3,2.2,3.0,1.3,5.3,6.6,1.7,1.2,0.3,2.0,4.5,12.2,5.8,16.4,1.9,6.4,3.9,9.9,2.9,4.1,1.8,7.2,9.0,2.3,1.6,0.4,2.7,6.0,16.6,90,113,6.4,.456,.393,.250,3.8,17.0,10.1,7.3,1.6,0.8,13.1,18.4,-0.3,0.2,-0.1,-0.022,-5.6,-1.8,-7.4,-0.3,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
WayneEllington,SG,33,DET,16,13,23.4,4.1,8.3,.496,3.1,6.3,.495,1.0,2.0,.500,.684,0.6,0.8,.750,0.4,1.6,2.1,1.1,0.5,0.2,0.8,1.4,11.9,2021,6.3,12.8,4.8,9.7,1.5,3.1,0.9,1.2,0.7,2.5,3.2,1.7,0.8,0.3,1.2,2.1,18.3,8.6,17.3,6.5,13.1,2.1,4.2,1.2,1.6,0.9,3.4,4.3,2.3,1.0,0.4,1.7,2.9,24.8,125,116,15.4,.691,.759,.090,2.0,8.0,4.8,8.0,1.0,0.8,8.6,17.3,0.8,0.2,0.9,.121,3.8,-1.4,2.4,0.4,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
JeramiGrant,SF,26,DET,21,21,35.9,7.8,17.3,.451,2.5,6.3,.402,5.3,11.0,.478,.523,5.6,6.4,.867,1.1,4.7,5.8,2.9,0.9,1.2,1.5,2.8,23.7,2021,7.8,17.4,2.5,6.3,5.3,11.1,5.6,6.5,1.1,4.7,5.8,2.9,0.9,1.2,1.5,2.8,23.8,10.6,23.6,3.4,8.5,7.2,15.0,7.6,8.7,1.5,6.4,7.9,3.9,1.2,1.6,2.1,3.8,32.2,119,113,20.2,.588,.363,.371,3.2,15.1,8.9,14.5,1.2,3.1,7.0,25.9,1.8,0.6,2.4,.155,4.0,-0.2,3.8,1.1,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
BlakeGriffin,PF,31,DET,16,16,31.4,4.1,11.1,.371,2.1,6.4,.333,2.0,4.8,.421,.466,2.1,2.9,.702,0.4,5.2,5.6,3.9,0.7,0.1,1.8,1.9,12.4,2021,4.7,12.7,2.4,7.3,2.3,5.4,2.4,3.4,0.4,5.9,6.4,4.4,0.8,0.1,2.1,2.1,14.2,6.4,17.2,3.3,9.9,3.1,7.4,3.2,4.6,0.6,8.0,8.6,6.0,1.1,0.2,2.8,2.9,19.3,101,114,10.3,.501,.573,.264,1.3,19.0,9.7,19.1,1.1,0.4,12.7,19.4,-0.1,0.4,0.3,.026,-1.1,-1.1,-2.3,-0.1,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
KillianHayes,PG,19,DET,7,7,21.1,1.9,6.7,.277,0.7,2.9,.250,1.1,3.9,.296,.330,0.1,0.3,.500,0.1,1.0,1.1,3.6,0.3,0.0,2.4,2.1,4.6,2021,3.2,11.4,1.2,4.9,1.9,6.6,0.2,0.5,0.2,1.7,1.9,6.1,0.5,0.0,4.1,3.6,7.8,4.3,15.5,1.6,6.6,2.6,8.9,0.3,0.7,0.3,2.3,2.6,8.2,0.7,0.0,5.6,4.9,10.5,69,118,-1.3,.334,.426,.043,0.7,5.4,3.0,24.5,0.7,0.0,26.2,18.8,-0.6,0.0,-0.5,-0.175,-9.3,-4.2,-13.6,-0.4,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
FrankJackson,PG,22,DET,6,0,5.8,0.7,2.3,.286,0.5,1.5,.333,0.2,0.8,.200,.393,0.0,0.0,,0.0,0.7,0.7,1.2,0.2,0.0,0.7,0.7,1.8,2021,4.1,14.4,3.1,9.3,1.0,5.1,0.0,0.0,0.0,4.1,4.1,7.2,1.0,0.0,4.1,4.1,11.3,5.6,19.5,4.2,12.5,1.4,7.0,0.0,0.0,0.0,5.6,5.6,9.7,1.4,0.0,5.6,5.6,15.3,80,115,2.9,.393,.643,.000,0.0,13.2,6.3,30.2,1.4,0.0,22.2,22.0,-0.1,0.0,-0.1,-0.117,-6.3,-2.0,-8.3,-0.1,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
JoshJackson,SG,23,DET,19,6,22.8,4.1,10.1,.406,1.3,4.5,.291,2.8,5.6,.500,.471,2.0,2.8,.704,0.6,2.8,3.4,1.7,0.8,1.0,2.1,2.8,11.5,2021,6.5,16.0,2.1,7.2,4.4,8.8,3.2,4.5,1.0,4.4,5.4,2.7,1.3,1.6,3.3,4.5,18.2,8.8,21.6,2.8,9.7,6.0,11.9,4.3,6.1,1.4,6.0,7.3,3.6,1.8,2.1,4.5,6.1,24.6,93,111,10.9,.508,.448,.281,2.9,14.1,8.3,12.4,1.8,4.1,15.6,25.3,-0.6,0.5,-0.1,-0.012,-2.6,-0.6,-3.2,-0.1,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
SabenLee,PG,21,DET,5,0,10.0,0.8,2.2,.364,0.0,0.2,.000,0.8,2.0,.400,.364,1.2,1.6,.750,0.2,0.4,0.6,1.2,0.8,0.0,1.0,1.2,2.8,2021,2.9,7.9,0.0,0.7,2.9,7.2,4.3,5.8,0.7,1.4,2.2,4.3,2.9,0.0,3.6,4.3,10.1,3.9,10.7,0.0,1.0,3.9,9.7,5.8,7.8,1.0,1.9,2.9,5.8,3.9,0.0,4.9,5.8,13.6,89,111,7.1,.482,.091,.727,2.1,4.6,3.3,17.2,3.9,0.0,25.6,16.7,-0.1,0.1,0.0,-0.017,-6.9,1.3,-5.6,0.0,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
RodneyMcGruder,SG,29,DET,5,0,7.2,1.2,2.0,.600,0.6,0.8,.750,0.6,1.2,.500,.750,0.2,0.2,1.000,0.2,0.8,1.0,0.6,0.0,0.0,0.4,0.8,3.2,2021,6.0,10.0,3.0,4.0,3.0,6.0,1.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,4.0,16.0,8.1,13.5,4.1,5.4,4.1,8.1,1.4,1.4,1.4,5.4,6.8,4.1,0.0,0.0,2.7,5.4,21.7,130,118,14.0,.766,.400,.100,2.9,12.8,7.6,13.6,0.0,0.0,16.1,14.8,0.1,0.0,0.1,.124,0.8,-0.6,0.2,0.0,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
SviatoslavMykhailiuk,SF,23,DET,21,0,13.7,2.0,5.2,.373,1.3,4.1,.322,0.6,1.1,.565,.500,1.0,1.1,.875,0.1,1.4,1.5,1.2,0.6,0.1,0.5,0.8,6.2,2021,5.1,13.7,3.5,10.9,1.6,2.9,2.6,3.0,0.4,3.6,4.0,3.1,1.5,0.4,1.2,2.0,16.4,6.9,18.6,4.7,14.7,2.2,3.9,3.6,4.1,0.5,4.9,5.4,4.2,2.0,0.5,1.7,2.7,22.2,110,113,13.2,.543,.791,.218,1.1,11.6,6.1,13.7,2.0,1.0,7.7,19.4,0.3,0.2,0.5,.081,0.3,-0.3,0.0,0.1,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
JahlilOkafor,C,25,DET,12,0,10.0,2.1,3.5,.595,0.0,0.3,.000,2.1,3.3,.641,.595,0.1,0.2,.500,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3,2021,7.5,12.6,0.0,0.9,7.5,11.7,0.3,0.6,3.9,4.2,8.1,0.9,0.6,0.6,1.2,3.0,15.3,10.2,17.1,0.0,1.2,10.2,15.8,0.4,0.8,5.3,5.7,11.0,1.2,0.8,0.8,1.6,4.1,20.7,118,115,15.6,.595,.071,.048,11.4,13.4,12.4,4.4,0.8,1.6,8.5,16.7,0.2,0.1,0.2,.098,-0.6,-2.5,-3.1,0.0,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
MasonPlumlee,C,30,DET,21,21,26.3,3.7,6.4,.578,0.0,0.2,.000,3.7,6.2,.600,.578,2.0,2.7,.732,3.0,5.8,8.8,3.0,1.0,0.6,2.0,3.6,9.4,2021,5.1,8.8,0.0,0.3,5.1,8.5,2.7,3.6,4.1,7.9,12.0,4.0,1.3,0.8,2.8,4.9,12.8,6.9,11.9,0.0,0.4,6.9,11.5,3.6,4.9,5.6,10.7,16.2,5.5,1.8,1.1,3.8,6.6,17.4,117,109,16.7,.617,.037,.415,12.0,25.2,18.3,17.6,1.8,2.0,21.2,15.7,0.9,0.7,1.5,.134,-1.0,1.0,0.1,0.3,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
DerrickRose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,2021,8.3,19.4,1.4,4.1,6.9,15.3,4.4,5.3,0.6,2.4,3.1,6.6,1.9,0.4,3.1,1.8,22.4,11.3,26.2,1.9,5.6,9.4,20.7,6.0,7.1,0.9,3.3,4.1,9.0,2.6,0.6,4.1,2.4,30.4,104,113,17.5,.517,.212,.272,1.8,7.7,4.7,33.7,2.6,1.1,12.3,29.4,0.1,0.3,0.4,.058,1.2,-0.8,0.4,0.2,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
DeividasSirvydis,SG,20,DET,3,0,1.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,121,-26.8,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,-0.710,-26.2,-14.5,-40.7,0.0,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
IsaiahStewart,C,19,DET,19,0,17.7,1.9,4.2,.463,0.0,0.1,.000,1.9,4.1,.474,.463,0.9,1.2,.739,2.7,2.7,5.4,0.7,0.4,0.8,0.6,2.5,4.8,2021,4.0,8.5,0.0,0.2,4.0,8.3,1.8,2.5,5.4,5.6,11.0,1.4,0.9,1.7,1.3,5.1,9.7,5.4,11.6,0.0,0.3,5.4,11.3,2.5,3.3,7.4,7.5,14.9,1.9,1.2,2.3,1.7,6.9,13.2,115,111,13.3,.505,.025,.288,15.9,17.8,16.8,5.8,1.2,4.5,11.8,13.0,0.4,0.4,0.7,.104,-2.9,-1.0,-3.8,-0.2,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
DelonWright,SG,28,DET,21,16,27.3,3.1,7.6,.413,0.9,2.5,.340,2.3,5.1,.449,.469,1.8,2.2,.809,0.9,3.6,4.5,4.4,1.3,0.6,1.1,1.0,9.0,2021,4.1,10.0,1.1,3.3,3.0,6.7,2.4,2.9,1.2,4.8,6.0,5.8,1.8,0.8,1.4,1.4,11.8,5.6,13.6,1.5,4.5,4.1,9.1,3.2,4.0,1.6,6.5,8.1,7.8,2.4,1.0,2.0,1.9,16.0,115,111,15.0,.520,.331,.294,3.5,15.2,9.1,24.2,2.4,2.0,11.3,15.2,0.7,0.6,1.3,.109,0.4,1.5,1.9,0.5,5,16,0.139,10.0,13,23,63.1,65.8,EASTERN_CONF,15
TylerBey,SF,22,DAL,4,0,3.3,0.5,1.3,.400,0.0,0.0,0.0,0.5,1.3,.400,.400,0.5,1.0,.500,0.5,0.3,0.8,0.0,0.0,0.3,0.0,0.5,1.5,2021,5.5,13.8,0.0,0.0,5.5,13.8,5.5,11.1,5.5,2.8,8.3,0.0,0.0,2.8,0.0,5.5,16.6,7.5,18.7,0.0,0.0,7.5,18.7,7.5,14.9,7.5,3.7,11.2,0.0,0.0,3.7,0.0,7.5,22.4,107,115,14.2,.444,.000,.800,16.5,8.4,12.4,0.0,0.0,7.2,0.0,22.8,0.0,0.0,0.0,.062,-1.1,-3.4,-4.5,0.0,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
JalenBrunson,PG,24,DAL,19,6,23.6,4.3,8.2,.523,1.1,2.7,.412,3.2,5.5,.577,.590,2.2,2.5,.894,0.3,2.5,2.8,3.4,0.4,0.0,1.4,1.5,11.8,2021,6.5,12.4,1.7,4.1,4.8,8.3,3.4,3.8,0.4,3.8,4.2,5.2,0.6,0.0,2.1,2.2,18.0,8.8,16.8,2.3,5.5,6.5,11.2,4.5,5.1,0.5,5.2,5.7,7.0,0.9,0.0,2.8,3.0,24.3,122,117,16.9,.640,.329,.303,1.2,11.6,6.4,22.4,0.9,0.0,12.9,19.7,1.0,0.2,1.2,.129,1.5,-1.7,-0.1,0.2,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
TreyBurke,PG,28,DAL,22,0,19.7,3.3,7.6,.437,1.5,3.8,.381,1.9,3.8,.494,.533,1.0,1.2,.852,0.2,1.1,1.3,1.7,0.9,0.1,0.7,1.8,9.1,2021,6.1,13.9,2.7,7.0,3.4,6.9,1.9,2.2,0.3,2.0,2.3,3.1,1.6,0.2,1.2,3.2,16.7,8.2,18.7,3.6,9.4,4.6,9.3,2.6,3.0,0.4,2.7,3.1,4.1,2.1,0.2,1.7,4.4,22.5,111,115,13.2,.562,.503,.162,1.0,6.0,3.5,13.0,2.1,0.4,7.7,19.6,0.4,0.2,0.7,.073,-1.0,-0.1,-1.1,0.1,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
WillieCauleyStein,C,27,DAL,23,10,17.4,2.3,3.7,.628,0.0,0.2,.250,2.3,3.6,.646,.634,1.0,1.7,.579,1.3,3.3,4.6,0.8,0.3,0.7,0.6,2.6,5.7,2021,4.8,7.7,0.1,0.4,4.8,7.4,2.0,3.4,2.7,6.8,9.5,1.6,0.7,1.5,1.3,5.3,11.8,6.5,10.4,0.1,0.5,6.4,9.9,2.7,4.6,3.6,9.2,12.8,2.2,1.0,2.1,1.7,7.1,15.9,125,111,14.4,.638,.047,.442,8.0,20.6,14.3,6.5,1.0,4.0,12.0,12.8,0.7,0.4,1.1,.132,-2.2,0.6,-1.7,0.0,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
LukaDoni,PG,21,DAL,22,22,34.8,9.5,20.8,.459,2.0,6.9,.296,7.5,13.9,.539,.508,6.1,7.7,.788,1.0,7.8,8.8,9.4,1.0,0.7,4.0,1.8,27.2,2021,9.9,21.6,2.1,7.2,7.8,14.4,6.3,8.0,1.0,8.1,9.1,9.7,1.1,0.7,4.1,1.9,28.2,13.3,29.1,2.9,9.6,10.5,19.4,8.5,10.8,1.3,10.9,12.2,13.1,1.5,1.0,5.5,2.5,38.0,112,111,26.0,.562,.332,.371,2.9,24.4,13.6,49.0,1.5,1.8,14.0,35.6,1.7,0.8,2.5,.154,6.6,1.3,7.9,1.9,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
DorianFinneySmith,PF,27,DAL,14,14,29.1,3.1,7.6,.402,1.8,5.4,.333,1.3,2.3,.563,.519,0.6,0.8,.818,1.4,3.1,4.5,1.0,1.1,0.4,0.6,2.9,8.6,2021,3.8,9.4,2.2,6.6,1.6,2.8,0.8,1.0,1.7,3.9,5.6,1.2,1.3,0.4,0.7,3.5,10.6,5.1,12.7,3.0,8.9,2.1,3.8,1.1,1.3,2.3,5.2,7.5,1.7,1.8,0.6,1.0,4.8,14.3,111,114,9.9,.536,.701,.103,5.0,11.7,8.3,4.8,1.8,1.2,6.7,12.9,0.3,0.3,0.6,.066,-1.4,-0.7,-2.1,0.0,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
JoshGreen,SG,20,DAL,17,5,12.5,1.0,2.1,.472,0.1,0.7,.167,0.9,1.4,.625,.500,0.4,0.6,.545,0.7,1.6,2.3,0.6,0.2,0.1,0.6,0.9,2.5,2021,2.9,6.1,0.3,2.0,2.5,4.1,1.0,1.9,2.0,4.6,6.6,1.7,0.7,0.2,1.9,2.7,7.1,3.9,8.2,0.5,2.7,3.4,5.5,1.4,2.5,2.7,6.2,8.9,2.3,0.9,0.2,2.5,3.7,9.6,98,116,6.5,.514,.333,.306,6.1,13.8,9.9,6.3,0.9,0.4,21.2,10.7,-0.1,0.1,0.0,.010,-4.6,-0.6,-5.2,-0.2,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
TimHardawayJr,SG,28,DAL,22,17,31.4,6.0,13.6,.443,3.2,8.0,.400,2.9,5.7,.504,.560,2.0,2.5,.768,0.3,3.5,3.7,1.8,0.7,0.2,1.0,1.6,17.2,2021,6.9,15.6,3.6,9.1,3.3,6.5,2.2,2.9,0.3,4.0,4.3,2.0,0.8,0.2,1.1,1.8,19.7,9.3,21.1,4.9,12.3,4.4,8.8,3.0,3.9,0.4,5.3,5.8,2.7,1.1,0.3,1.5,2.5,26.6,113,116,15.0,.584,.583,.187,0.9,11.9,6.4,8.9,1.1,0.5,6.3,22.0,0.9,0.3,1.2,.082,1.5,-1.5,0.0,0.3,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
NateHinton,SG,21,DAL,6,0,3.2,0.5,2.2,.231,0.2,0.8,.200,0.3,1.3,.250,.269,0.2,0.3,.500,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,1.3,2021,5.7,24.6,1.9,9.5,3.8,15.2,1.9,3.8,0.0,0.0,0.0,0.0,1.9,1.9,3.8,1.9,15.2,7.7,33.2,2.6,12.8,5.1,20.4,2.6,5.1,0.0,0.0,0.0,0.0,2.6,2.6,5.1,2.6,20.4,52,113,-6.4,.288,.385,.154,0.0,0.0,0.0,0.0,2.6,4.9,12.6,36.7,-0.2,0.0,-0.2,-0.437,-12.2,-5.6,-17.8,-0.1,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
WesleyIwundu,SF,26,DAL,16,3,14.3,0.8,2.9,.283,0.2,1.4,.130,0.6,1.4,.435,.315,0.5,0.6,.800,0.3,1.8,2.1,0.5,0.4,0.1,0.2,1.1,2.3,2021,2.1,7.3,0.5,3.6,1.6,3.6,1.3,1.6,0.8,4.4,5.2,1.3,1.1,0.3,0.5,2.8,5.8,2.8,9.8,0.6,4.9,2.1,4.9,1.7,2.1,1.1,6.0,7.0,1.7,1.5,0.4,0.6,3.8,7.9,85,114,4.1,.367,.500,.217,2.3,13.3,7.8,4.6,1.5,0.8,5.6,10.3,-0.2,0.1,-0.1,-0.017,-5.9,-0.1,-6.0,-0.2,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
JamesJohnson,PF,33,DAL,23,0,18.4,2.6,5.3,.488,0.6,2.2,.280,2.0,3.2,.630,.545,0.6,1.0,.542,0.5,2.6,3.1,1.6,0.9,0.8,1.1,2.1,6.4,2021,5.1,10.4,1.2,4.2,3.9,6.2,1.1,2.0,0.9,5.1,6.0,3.1,1.7,1.6,2.1,4.1,12.5,6.9,14.1,1.6,5.7,5.3,8.4,1.5,2.7,1.3,6.9,8.1,4.2,2.3,2.2,2.9,5.5,16.8,102,110,12.5,.550,.407,.195,2.8,15.4,9.0,12.7,2.3,4.2,15.8,16.4,0.0,0.5,0.5,.058,-2.0,1.9,-0.1,0.2,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
MaxiKleber,PF,29,DAL,12,6,24.1,1.9,4.5,.426,1.5,3.3,.462,0.4,1.3,.333,.593,1.3,1.3,.938,0.9,4.6,5.5,1.4,0.3,1.0,0.8,2.3,6.6,2021,2.9,6.7,2.2,4.9,0.6,1.9,1.9,2.0,1.4,6.9,8.2,2.1,0.5,1.5,1.1,3.4,9.8,3.9,9.1,3.0,6.6,0.8,2.5,2.5,2.7,1.8,9.2,11.1,2.9,0.7,2.0,1.5,4.5,13.3,125,112,12.0,.647,.722,.296,4.1,20.7,12.3,7.9,0.7,3.9,12.8,10.6,0.4,0.3,0.7,.114,-0.6,0.1,-0.5,0.1,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
BobanMarjanovi,C,32,DAL,15,0,7.2,1.9,3.6,.519,0.0,0.2,.000,1.9,3.4,.549,.519,0.6,0.9,.692,1.3,2.0,3.3,0.1,0.0,0.0,0.2,0.8,4.3,2021,9.3,18.0,0.0,1.0,9.3,17.0,3.0,4.3,6.7,10.0,16.7,0.3,0.0,0.0,1.0,4.0,21.7,12.6,24.3,0.0,1.3,12.6,22.9,4.0,5.8,9.0,13.5,22.5,0.4,0.0,0.0,1.3,5.4,29.2,117,114,21.4,.544,.056,.241,19.8,30.2,25.0,1.6,0.0,0.0,4.8,25.5,0.2,0.1,0.3,.141,1.0,-5.2,-4.3,-0.1,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
KristapsPorziis,C,25,DAL,12,12,30.3,7.6,16.5,.460,2.1,6.4,.325,5.5,10.1,.545,.523,2.3,2.8,.848,1.8,6.4,8.2,1.2,0.3,1.6,1.3,3.1,19.6,2021,9.0,19.6,2.5,7.6,6.5,12.0,2.8,3.3,2.1,7.6,9.7,1.4,0.4,1.9,1.5,3.7,23.2,12.1,26.4,3.3,10.3,8.8,16.1,3.7,4.4,2.8,10.3,13.1,1.9,0.5,2.5,2.0,4.9,31.3,108,111,19.2,.553,.389,.167,6.2,23.0,14.5,6.7,0.5,4.9,6.6,27.4,0.3,0.4,0.7,.093,1.3,-1.0,0.3,0.2,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
DwightPowell,C,29,DAL,13,6,18.2,1.4,2.9,.474,0.1,0.5,.143,1.3,2.4,.548,.487,1.8,2.7,.657,1.0,2.7,3.7,1.1,1.0,0.5,0.8,2.6,4.6,2021,2.7,5.8,0.2,1.1,2.6,4.7,3.5,5.3,2.0,5.3,7.3,2.1,2.0,0.9,1.5,5.2,9.1,3.7,7.8,0.2,1.4,3.5,6.4,4.7,7.2,2.7,7.2,9.8,2.9,2.7,1.2,2.0,7.0,12.3,113,110,11.2,.562,.184,.921,5.9,16.0,10.9,7.9,2.7,2.4,15.8,11.7,0.2,0.3,0.5,.095,-3.4,1.5,-1.9,0.0,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
JoshRichardson,SG,27,DAL,14,14,31.9,4.5,11.2,.401,1.5,5.5,.273,3.0,5.7,.525,.468,2.0,2.1,.933,1.1,1.9,3.0,2.0,1.0,0.3,1.2,3.1,12.5,2021,5.1,12.6,1.7,6.2,3.4,6.4,2.3,2.4,1.3,2.1,3.4,2.3,1.1,0.3,1.4,3.5,14.1,6.8,17.1,2.3,8.4,4.6,8.7,3.0,3.3,1.7,2.8,4.6,3.0,1.5,0.4,1.8,4.7,19.0,104,116,10.1,.514,.490,.191,3.8,6.3,5.1,9.1,1.5,0.8,9.1,18.4,0.1,0.2,0.3,.032,-2.3,-1.6,-3.9,-0.2,9,14,0.25,8.5,15,21,70.0,71.9,WESTERN_CONF,13
