PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,W,L,W/L%,GB,PW,PL,PS/G,PA/G,CONF,CONF_RANK
CJElleby,SF,20,POR,9,0,8.3,1.3,2.4,.545,0.4,1.4,.308,0.9,1.0,.889,.636,0.7,1.0,.667,0.4,0.9,1.3,0.3,0.2,0.3,0.2,1.3,3.8,2021,5.8,10.6,1.9,6.2,3.8,4.3,2.9,4.3,1.9,3.8,5.8,1.4,1.0,1.4,1.0,5.8,16.3,7.7,14.1,2.6,8.3,5.1,5.8,3.8,5.8,2.6,5.1,7.7,1.9,1.3,1.9,1.3,7.7,21.8,131,116,16.4,.655,.591,.409,5.4,12.0,8.5,5.8,1.3,3.8,7.2,15.8,0.2,0.0,0.2,.147,-0.2,0.3,0.0,0.0,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
HarryGiles,C,22,POR,17,0,11.5,1.3,3.1,.415,0.2,0.5,.375,1.1,2.6,.422,.443,0.4,0.6,.700,1.0,3.4,4.4,0.9,0.2,0.4,0.6,1.8,3.2,2021,4.0,9.7,0.6,1.5,3.5,8.3,1.3,1.8,3.1,10.7,13.8,2.9,0.7,1.3,1.8,5.7,9.9,5.4,13.0,0.7,2.0,4.7,11.0,1.7,2.5,4.2,14.2,18.4,3.9,1.0,1.7,2.5,7.6,13.3,104,112,11.4,.470,.151,.189,8.8,33.2,20.4,11.1,1.0,3.4,14.8,14.6,0.0,0.2,0.2,.051,-4.1,-0.7,-4.8,-0.1,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
RodneyHood,SF,28,POR,18,4,18.3,2.1,5.4,.378,0.7,2.1,.351,1.3,3.4,.393,.444,0.2,0.2,1.000,0.2,1.6,1.7,1.4,0.8,0.1,0.8,1.2,5.0,2021,4.0,10.7,1.4,4.0,2.6,6.7,0.3,0.3,0.3,3.1,3.4,2.8,1.5,0.2,1.5,2.4,9.8,5.4,14.3,1.9,5.4,3.5,8.9,0.4,0.4,0.4,4.1,4.5,3.8,2.0,0.3,2.0,3.2,13.1,93,118,6.9,.453,.378,.031,0.9,9.5,5.0,10.7,2.0,0.6,12.4,14.6,-0.3,0.1,-0.2,-0.024,-5.1,-1.0,-6.1,-0.3,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
DerrickJonesJr,SF,23,POR,17,17,27.4,2.8,6.0,.471,0.6,2.5,.256,2.2,3.5,.627,.525,1.1,2.0,.559,1.6,2.6,4.3,0.6,1.1,0.9,0.8,2.6,7.4,2021,3.7,7.9,0.8,3.3,2.9,4.6,1.5,2.6,2.2,3.5,5.6,0.8,1.4,1.2,1.0,3.4,9.7,5.0,10.5,1.1,4.4,3.8,6.1,2.0,3.5,2.9,4.6,7.5,1.1,1.9,1.7,1.3,4.5,13.0,112,116,10.5,.539,.422,.333,6.1,10.8,8.3,3.2,1.9,3.3,10.0,11.8,0.3,0.2,0.5,.055,-3.0,-0.4,-3.4,-0.2,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
EnesKanter,C,28,POR,21,9,23.6,4.8,8.0,.595,0.0,0.0,0.0,4.8,8.0,.595,.595,1.8,2.3,.776,4.1,6.8,10.9,1.1,0.6,0.8,1.3,2.3,11.3,2021,7.3,12.2,0.0,0.0,7.3,12.2,2.8,3.6,6.2,10.4,16.6,1.7,0.9,1.2,2.0,3.5,17.3,9.7,16.3,0.0,0.0,9.7,16.3,3.7,4.8,8.3,13.9,22.2,2.3,1.3,1.6,2.6,4.7,23.1,129,112,23.6,.628,.000,.292,17.6,32.3,24.6,7.5,1.3,3.1,12.5,18.6,1.6,0.4,2.0,.196,1.6,-2.1,-0.5,0.2,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
DamianLillard,PG,30,POR,20,20,36.1,9.0,19.7,.454,4.0,10.6,.377,5.0,9.1,.544,.556,7.2,7.6,.947,0.4,4.2,4.6,7.3,0.9,0.3,3.0,1.5,29.1,2021,8.9,19.7,4.0,10.6,4.9,9.1,7.2,7.6,0.4,4.1,4.5,7.2,0.8,0.3,3.0,1.4,29.1,11.9,26.3,5.3,14.1,6.6,12.1,9.6,10.1,0.5,5.5,6.1,9.7,1.1,0.4,4.0,1.9,38.8,126,119,26.3,.631,.538,.386,1.1,12.9,6.7,33.4,1.1,0.8,11.5,30.7,3.1,0.1,3.2,.214,7.2,-1.7,5.5,1.4,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
NassirLittle,PF,20,POR,9,2,11.2,1.7,3.2,.517,0.8,1.3,.583,0.9,1.9,.471,.638,0.9,1.0,.889,1.1,1.2,2.3,0.2,0.2,0.4,0.6,0.9,5.0,2021,5.3,10.3,2.5,4.3,2.9,6.1,2.9,3.2,3.6,3.9,7.5,0.7,0.7,1.4,1.8,2.9,16.0,7.1,13.8,3.3,5.7,3.8,8.1,3.8,4.3,4.8,5.2,10.0,1.0,1.0,1.9,2.4,3.8,21.4,130,117,17.5,.683,.414,.310,10.0,12.2,11.1,2.8,1.0,3.8,13.2,16.0,0.3,0.0,0.3,.140,1.6,-2.1,-0.5,0.0,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
CJMcCollum,SG,29,POR,13,13,33.8,9.5,20.0,.473,4.8,11.0,.441,4.6,9.0,.513,.594,2.9,3.5,.844,0.5,3.4,3.9,5.0,1.3,0.3,1.0,2.2,26.7,2021,10.1,21.3,5.2,11.7,4.9,9.6,3.1,3.7,0.6,3.6,4.2,5.3,1.4,0.3,1.1,2.3,28.4,13.4,28.4,6.9,15.6,6.6,12.8,4.2,4.9,0.8,4.8,5.6,7.1,1.9,0.4,1.4,3.1,37.9,130,117,26.4,.620,.550,.173,1.6,11.2,6.2,25.9,1.9,0.9,4.4,28.3,1.9,0.1,2.1,.224,7.7,-0.7,6.9,1.0,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
JusufNurki,C,26,POR,12,12,23.3,4.2,8.6,.485,0.3,1.0,.250,3.9,7.6,.516,.500,1.3,2.3,.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8,2021,6.4,13.2,0.4,1.5,6.0,11.7,1.9,3.5,3.0,8.9,11.8,4.2,1.4,1.4,3.0,4.2,15.2,8.6,17.7,0.5,2.1,8.1,15.6,2.6,4.6,4.0,11.9,15.8,5.7,1.9,1.9,4.0,5.7,20.3,104,112,16.0,.514,.117,.262,8.3,27.6,17.5,17.5,1.9,3.7,16.7,20.9,0.1,0.3,0.3,.059,-2.6,0.0,-2.6,0.0,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
AnferneeSimons,SG,21,POR,18,0,15.9,2.7,7.1,.386,1.9,4.8,.395,0.8,2.3,.366,.520,0.6,0.7,.769,0.3,1.9,2.2,1.0,0.2,0.3,0.6,1.4,7.9,2021,6.1,15.9,4.3,10.8,1.9,5.1,1.3,1.6,0.6,4.4,5.0,2.3,0.4,0.6,1.4,3.1,17.8,8.2,21.3,5.7,14.4,2.5,6.9,1.7,2.2,0.8,5.9,6.7,3.0,0.5,0.8,1.8,4.2,23.8,107,119,11.7,.535,.677,.102,1.8,13.7,7.4,9.2,0.5,1.7,7.7,21.3,0.2,0.0,0.2,.032,-0.2,-2.9,-3.2,-0.1,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
GaryTrentJr,SG,22,POR,19,6,28.2,4.9,11.6,.423,3.1,6.8,.450,1.8,4.8,.385,.555,0.9,1.2,.773,0.5,1.3,1.8,1.2,0.7,0.2,0.6,1.5,13.7,2021,6.2,14.8,3.9,8.7,2.4,6.1,1.1,1.5,0.6,1.7,2.3,1.5,0.9,0.3,0.8,1.9,17.5,8.3,19.7,5.2,11.6,3.1,8.2,1.5,2.0,0.8,2.2,3.1,2.1,1.2,0.4,1.1,2.5,23.4,115,121,12.9,.568,.586,.100,1.7,5.2,3.4,6.3,1.2,0.7,5.0,19.2,0.7,0.0,0.7,.060,0.4,-2.6,-2.2,0.0,12,9,0.34299999999999997,4.5,17,18,69.4,69.9,WESTERN_CONF,4
ColeAnthony,PG,20,ORL,22,14,26.9,4.0,10.7,.373,1.1,3.4,.320,2.9,7.3,.398,.424,2.0,2.3,.860,0.8,3.7,4.5,3.6,0.6,0.4,2.0,2.2,11.0,2021,5.4,14.4,1.5,4.6,3.9,9.8,2.6,3.0,1.1,5.0,6.1,4.9,0.8,0.5,2.6,2.9,14.8,7.2,19.4,2.0,6.2,5.3,13.2,3.5,4.1,1.5,6.7,8.2,6.6,1.1,0.7,3.5,3.9,20.0,97,113,10.3,.471,.318,.212,3.1,15.3,8.9,20.6,1.1,1.4,14.3,21.7,-0.4,0.5,0.0,.003,-3.1,-1.2,-4.3,-0.3,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
DwayneBacon,SG,25,ORL,22,14,23.4,3.8,9.2,.416,0.8,2.4,.346,3.0,6.8,.440,.460,1.2,1.5,.765,0.4,2.8,3.1,1.0,0.7,0.1,0.7,1.7,9.6,2021,5.9,14.1,1.3,3.6,4.6,10.5,1.8,2.4,0.6,4.3,4.8,1.5,1.1,0.1,1.1,2.6,14.8,7.9,19.1,1.7,4.9,6.2,14.2,2.5,3.2,0.8,5.8,6.5,2.1,1.4,0.2,1.5,3.5,20.0,99,114,9.4,.489,.257,.168,1.6,13.1,7.0,6.7,1.4,0.4,6.9,19.3,-0.2,0.4,0.2,.018,-3.7,-1.3,-5.0,-0.4,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
MoBamba,C,22,ORL,8,0,5.9,1.9,3.4,.556,0.4,1.1,.333,1.5,2.3,.667,.611,0.3,0.4,.667,0.9,1.8,2.6,0.3,0.0,0.4,0.4,1.4,4.4,2021,11.5,20.7,2.3,6.9,9.2,13.8,1.5,2.3,5.4,10.7,16.1,1.5,0.0,2.3,2.3,8.4,26.8,15.5,27.9,3.1,9.3,12.4,18.6,2.1,3.1,7.2,14.5,21.7,2.1,0.0,3.1,3.1,11.4,36.1,116,108,25.6,.618,.333,.111,14.9,32.8,23.4,8.7,0.0,5.8,9.6,28.4,0.1,0.1,0.2,.171,2.9,0.2,3.0,0.1,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
KhemBirch,C,28,ORL,22,0,22.2,2.6,5.2,.500,0.1,0.4,.222,2.5,4.8,.524,.509,1.8,2.3,.800,2.9,3.3,6.2,1.2,0.8,0.6,0.7,1.8,7.1,2021,4.2,8.4,0.1,0.7,4.0,7.7,2.9,3.7,4.7,5.3,10.0,2.0,1.3,1.0,1.1,2.9,11.5,5.7,11.3,0.2,0.9,5.5,10.4,4.0,5.0,6.4,7.1,13.5,2.7,1.7,1.3,1.5,3.9,15.5,126,111,16.5,.574,.079,.439,13.1,16.2,14.6,8.0,1.7,2.4,9.9,13.1,1.0,0.5,1.5,.148,-0.5,-0.6,-1.0,0.1,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
JordanBone,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0,2021,4.2,9.9,1.8,5.9,2.4,4.0,0.0,0.0,0.7,3.7,4.4,3.3,0.4,0.0,0.6,2.0,10.3,5.7,13.4,2.5,7.9,3.2,5.4,0.0,0.0,1.0,5.0,5.9,4.5,0.5,0.0,0.7,2.7,13.9,114,117,9.0,.519,.593,.000,2.0,11.2,6.4,13.3,0.5,0.0,5.3,12.4,0.2,0.1,0.2,.059,-2.6,-1.6,-4.2,-0.1,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
MichaelCarterWilliams,SG,29,ORL,7,2,22.9,2.1,6.3,.341,0.1,1.7,.083,2.0,4.6,.438,.352,0.7,0.9,.833,2.1,3.0,5.1,1.7,0.6,0.6,1.3,2.7,5.1,2021,3.4,9.9,0.2,2.7,3.2,7.2,1.1,1.4,3.4,4.7,8.1,2.7,0.9,0.9,2.0,4.3,8.1,4.5,13.3,0.3,3.6,4.2,9.7,1.5,1.8,4.5,6.4,10.9,3.6,1.2,1.2,2.7,5.8,10.9,89,113,6.8,.386,.273,.136,9.4,14.4,11.8,10.5,1.2,2.3,16.2,14.8,-0.2,0.1,-0.1,-0.017,-5.3,-0.8,-6.1,-0.2,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
GaryClark,SF,26,ORL,19,4,20.9,1.2,3.9,.307,0.9,3.3,.270,0.3,0.6,.500,.420,0.3,0.4,.857,1.3,2.5,3.7,0.8,0.4,0.2,0.6,1.1,3.6,2021,2.1,6.8,1.5,5.7,0.5,1.1,0.5,0.6,2.2,4.3,6.4,1.5,0.6,0.4,1.0,1.9,6.3,2.8,9.2,2.1,7.7,0.7,1.5,0.7,0.9,2.9,5.7,8.7,2.0,0.9,0.5,1.3,2.6,8.4,99,115,6.0,.442,.840,.093,6.1,13.0,9.4,5.4,0.9,0.9,12.3,9.5,-0.1,0.2,0.2,.020,-3.7,-1.2,-4.9,-0.3,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
JamesEnnis,SF,30,ORL,15,14,19.5,2.1,4.4,.485,0.7,1.7,.423,1.4,2.7,.525,.568,0.5,0.6,.778,0.9,2.2,3.1,1.3,0.9,0.3,1.0,2.1,5.5,2021,3.9,8.1,1.4,3.2,2.6,4.9,0.9,1.1,1.6,4.1,5.7,2.3,1.6,0.6,1.8,3.9,10.1,5.3,11.0,1.8,4.3,3.5,6.6,1.2,1.5,2.2,5.5,7.6,3.2,2.2,0.8,2.5,5.3,13.6,108,111,10.4,.586,.394,.136,4.5,12.4,8.3,9.3,2.2,1.6,17.7,12.4,0.1,0.3,0.4,.070,-3.4,0.9,-2.5,0.0,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
EvanFournier,SF,28,ORL,13,13,28.4,5.6,12.7,.442,2.2,6.2,.346,3.5,6.5,.536,.527,4.2,5.3,.797,0.3,2.2,2.5,3.6,1.1,0.5,2.0,2.2,17.6,2021,7.1,16.1,2.7,7.9,4.4,8.2,5.4,6.7,0.4,2.7,3.1,4.6,1.4,0.6,2.5,2.8,22.3,9.6,21.7,3.7,10.7,5.9,11.0,7.2,9.1,0.5,3.7,4.2,6.2,1.8,0.8,3.4,3.8,30.1,114,113,17.8,.586,.491,.418,1.1,8.4,4.6,20.9,1.8,1.5,11.7,25.5,0.6,0.3,0.9,.118,1.6,-0.8,0.8,0.2,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
MarkelleFultz,PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,2021,6.9,17.4,0.7,2.7,6.2,14.7,2.8,3.2,0.8,3.3,4.2,7.2,1.3,0.3,3.0,3.0,17.2,9.3,23.5,0.9,3.6,8.4,19.9,3.8,4.3,1.1,4.5,5.6,9.7,1.8,0.5,4.1,4.1,23.2,97,113,12.3,.458,.154,.183,2.3,10.2,6.1,32.5,1.8,0.8,13.8,25.8,-0.2,0.2,0.0,-0.001,-2.9,-1.7,-4.6,-0.1,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
AaronGordon,PF,25,ORL,19,19,29.1,4.8,11.2,.427,1.6,4.4,.369,3.2,6.8,.465,.500,2.6,4.2,.613,1.7,5.5,7.2,4.2,0.7,0.8,2.8,2.0,13.8,2021,5.9,13.9,2.0,5.5,3.9,8.4,3.2,5.2,2.2,6.8,8.9,5.2,0.9,1.0,3.5,2.5,17.1,8.0,18.7,2.7,7.4,5.3,11.3,4.3,7.0,2.9,9.1,12.0,7.0,1.2,1.4,4.7,3.3,23.0,102,111,15.0,.528,.394,.376,6.0,20.7,13.0,22.6,1.2,2.6,17.6,23.2,0.0,0.6,0.6,.049,0.5,0.1,0.6,0.4,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
KarimMan,PG,20,ORL,6,0,9.3,0.2,1.5,.111,0.2,0.3,.500,0.0,1.2,.000,.167,0.7,0.7,1.000,0.0,1.7,1.7,0.2,0.0,0.2,0.5,0.5,1.2,2021,0.6,5.8,0.6,1.3,0.0,4.5,2.6,2.6,0.0,6.4,6.4,0.6,0.0,0.6,1.9,1.9,4.5,0.9,7.8,0.9,1.7,0.0,6.1,3.5,3.5,0.0,8.7,8.7,0.9,0.0,0.9,2.6,2.6,6.1,60,115,-0.7,.325,.222,.444,0.0,19.7,9.4,2.3,0.0,1.6,21.8,10.5,-0.1,0.0,-0.1,-0.089,-9.4,-2.0,-11.4,-0.1,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
ChumaOkeke,PF,22,ORL,6,0,18.2,1.5,3.2,.474,0.7,1.5,.444,0.8,1.7,.500,.579,0.5,1.0,.500,0.8,1.3,2.2,1.8,0.7,0.2,0.7,1.0,4.2,2021,3.0,6.3,1.3,3.0,1.7,3.3,1.0,2.0,1.7,2.6,4.3,3.6,1.3,0.3,1.3,2.0,8.3,4.0,8.5,1.8,4.0,2.2,4.5,1.3,2.7,2.2,3.6,5.8,4.9,1.8,0.4,1.8,2.7,11.1,118,114,10.6,.578,.474,.316,4.6,8.1,6.3,14.0,1.8,0.8,15.6,10.0,0.1,0.1,0.2,.082,-0.9,0.0,-0.9,0.0,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
TerrenceRoss,SG,29,ORL,21,0,27.9,4.9,11.9,.412,1.8,5.2,.336,3.1,6.7,.471,.486,2.5,2.8,.898,0.3,2.4,2.7,1.9,1.1,0.4,1.5,2.0,14.1,2021,6.3,15.4,2.3,6.8,4.1,8.6,3.3,3.6,0.4,3.1,3.5,2.5,1.4,0.5,2.0,2.6,18.2,8.5,20.7,3.1,9.1,5.5,11.6,4.4,4.9,0.5,4.2,4.7,3.3,1.9,0.7,2.7,3.5,24.6,104,113,12.6,.536,.440,.236,1.0,9.6,5.1,10.9,1.9,1.2,10.4,22.4,0.1,0.5,0.6,.051,-1.4,-1.0,-2.4,-0.1,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
NikolaVuevi,C,30,ORL,22,22,33.3,9.1,19.0,.477,2.6,6.1,.433,6.5,13.0,.498,.547,1.7,2.0,.841,2.2,9.0,11.2,3.5,1.1,0.5,1.6,1.8,22.5,2021,9.8,20.6,2.8,6.6,7.0,14.0,1.8,2.2,2.4,9.7,12.1,3.8,1.2,0.5,1.8,1.9,24.3,13.2,27.7,3.8,8.9,9.4,18.9,2.4,2.9,3.2,13.0,16.3,5.1,1.6,0.7,2.4,2.6,32.8,115,109,23.1,.565,.320,.105,6.7,29.6,17.6,19.7,1.6,1.2,7.6,27.5,1.4,0.9,2.4,.154,5.8,-0.3,5.5,1.4,8,14,0.222,7.5,11,25,64.1,68.2,EASTERN_CONF,12
OGAnunoby,SF,23,TOR,17,17,34.8,5.1,10.4,.486,2.5,5.7,.433,2.6,4.7,.550,.605,2.1,2.8,.745,1.6,4.2,5.8,1.6,2.1,0.5,1.8,2.9,14.6,2021,5.2,10.8,2.6,5.9,2.7,4.9,2.1,2.9,1.6,4.4,6.0,1.6,2.1,0.5,1.8,3.0,15.1,7.0,14.3,3.4,7.8,3.6,6.5,2.8,3.8,2.2,5.8,8.0,2.2,2.8,0.7,2.4,4.0,20.1,116,109,14.7,.630,.548,.266,4.8,13.7,9.1,6.8,2.8,1.5,13.2,16.4,0.7,0.8,1.5,.122,0.2,0.8,1.0,0.5,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
AronBaynes,C,34,TOR,18,18,18.6,2.3,5.7,.398,0.6,2.5,.222,1.7,3.2,.534,.447,0.2,0.2,.750,1.4,4.3,5.8,0.7,0.2,0.4,0.7,2.4,5.3,2021,4.4,11.1,1.1,4.8,3.3,6.2,0.3,0.4,2.8,8.4,11.2,1.4,0.4,0.8,1.4,4.6,10.2,5.9,14.7,1.4,6.4,4.4,8.3,0.4,0.6,3.7,11.2,14.9,1.9,0.6,1.0,1.9,6.1,13.6,97,110,8.1,.453,.437,.039,8.1,26.3,16.9,5.6,0.6,2.1,11.0,15.0,-0.2,0.4,0.2,.031,-4.4,-1.6,-6.1,-0.3,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
DeAndreBembry,SF,26,TOR,12,0,8.9,1.2,2.3,.519,0.2,0.4,.400,1.0,1.8,.545,.556,0.3,0.3,.750,0.3,0.9,1.3,1.3,0.6,0.3,0.6,0.9,2.8,2021,4.7,9.1,0.7,1.7,4.0,7.4,1.0,1.3,1.3,3.7,5.0,5.4,2.4,1.3,2.4,3.7,11.1,6.3,12.1,0.9,2.2,5.4,9.8,1.3,1.8,1.8,4.9,6.7,7.2,3.1,1.8,3.1,4.9,14.8,112,107,14.2,.574,.185,.148,3.9,11.6,7.6,21.8,3.1,3.7,19.6,14.3,0.1,0.2,0.3,.115,-2.0,2.4,0.5,0.1,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
ChrisBoucher,C,28,TOR,21,0,22.2,4.6,8.7,.527,1.6,3.6,.440,3.0,5.1,.589,.618,2.3,2.9,.787,1.9,4.2,6.1,1.0,0.5,2.0,0.7,2.5,13.0,2021,7.4,14.0,2.5,5.8,4.9,8.2,3.7,4.7,3.1,6.8,9.9,1.7,0.8,3.2,1.1,4.1,21.0,9.8,18.7,3.4,7.7,6.5,11.0,4.9,6.3,4.1,9.0,13.1,2.3,1.1,4.2,1.4,5.4,28.0,132,106,23.7,.654,.412,.335,9.0,21.2,14.9,7.7,1.1,8.8,6.3,20.4,1.6,0.7,2.3,.236,3.7,0.4,4.1,0.7,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
TerenceDavis,SG,23,TOR,16,2,13.7,2.8,6.1,.464,1.4,3.4,.407,1.4,2.7,.535,.577,0.4,0.5,.875,0.3,1.4,1.7,0.8,0.6,0.2,1.1,1.8,7.4,2021,7.4,15.9,3.6,8.9,3.8,7.1,1.2,1.3,0.8,3.6,4.4,2.1,1.5,0.5,2.8,4.8,19.6,9.8,21.2,4.8,11.8,5.0,9.4,1.5,1.7,1.1,4.8,5.9,2.8,2.0,0.7,3.7,6.3,26.0,103,111,12.7,.592,.557,.082,2.4,11.3,6.7,9.7,2.0,1.4,14.5,22.9,0.0,0.2,0.2,.051,-1.5,-1.1,-2.6,0.0,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
MalachiFlynn,PG,22,TOR,13,0,8.2,0.8,3.0,.282,0.4,1.8,.217,0.5,1.2,.375,.346,0.2,0.3,.500,0.1,0.6,0.7,1.2,0.3,0.0,0.3,0.8,2.2,2021,3.7,13.2,1.7,7.8,2.0,5.4,0.7,1.4,0.3,2.7,3.1,5.4,1.4,0.0,1.4,3.4,9.8,5.0,17.6,2.3,10.4,2.7,7.2,0.9,1.8,0.5,3.6,4.1,7.2,1.8,0.0,1.8,4.5,13.1,87,113,4.5,.356,.590,.103,1.0,8.5,4.6,21.2,1.8,0.0,8.9,18.0,-0.2,0.1,-0.1,-0.043,-6.7,-1.5,-8.1,-0.2,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
JalenHarris,SG,22,TOR,2,0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,24.0,0.0,55,119,-10.5,,0.0,,26.3,0.0,13.6,0.0,0.0,0.0,100.0,10.7,0.0,0.0,0.0,-0.199,-16.5,-4.8,-21.2,0.0,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
StanleyJohnson,PF,24,TOR,19,1,15.6,0.9,2.5,.375,0.6,1.5,.393,0.4,1.1,.350,.490,0.5,0.6,.750,0.6,2.2,2.8,1.7,1.0,0.4,0.7,1.8,2.9,2021,2.2,5.8,1.3,3.4,0.8,2.4,1.1,1.5,1.5,5.1,6.5,4.0,2.3,0.8,1.6,4.1,6.8,2.9,7.7,1.8,4.5,1.1,3.2,1.5,1.9,1.9,6.8,8.7,5.3,3.1,1.1,2.1,5.5,9.0,112,107,10.3,.526,.583,.250,4.2,15.9,9.9,14.7,3.1,2.4,19.6,9.5,0.2,0.4,0.6,.100,-2.4,2.6,0.2,0.2,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
AlexLen,C,27,TOR,7,2,10.9,0.7,1.4,.500,0.4,0.9,.500,0.3,0.6,.500,.650,0.4,0.9,.500,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3,2021,2.4,4.7,1.4,2.8,0.9,1.9,1.4,2.8,0.0,5.2,5.2,1.4,0.5,2.8,3.8,4.7,7.6,3.2,6.3,1.9,3.8,1.3,2.5,1.9,3.8,0.0,6.9,6.9,1.9,0.6,3.8,5.0,6.3,10.1,77,109,4.4,.633,.600,.600,0.0,16.3,7.9,5.3,0.6,7.9,38.8,11.6,-0.1,0.1,0.0,-0.023,-6.8,1.2,-5.6,-0.1,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
KyleLowry,PG,34,TOR,18,18,36.1,5.6,13.4,.415,2.8,7.8,.362,2.7,5.6,.490,.521,3.4,3.9,.873,0.9,5.3,6.2,7.1,1.1,0.2,3.2,3.4,17.4,2021,5.5,13.4,2.8,7.8,2.7,5.5,3.4,3.9,0.9,5.3,6.2,7.0,1.1,0.2,3.2,3.4,17.4,7.4,17.8,3.8,10.4,3.6,7.4,4.6,5.2,1.3,7.0,8.3,9.4,1.5,0.2,4.2,4.5,23.1,113,112,15.1,.575,.585,.295,2.8,16.5,9.4,29.5,1.5,0.5,17.3,21.6,0.9,0.6,1.5,.113,0.5,-1.1,-0.6,0.2,9,12,0.243,6.0,20,17,63.5,62.5,EASTERN_CONF,10
